	AI_Prov_Name	File_Date	File_Count	Group_Count	Ethnicity	IEP	LEP	Gender	Ven_Stud_ID	Grade	Stud_Test_ID	Score_Flag	Item_ID	Item_Response	Final_Score	Data_Point	Read1_Date	Read1_ID	Read1_Score	Read1_Cond	Read2_Date	Read2_ID	Read2_Score	Read2_Cond	Read3_Date	Read3_ID	Read3_Score	Read3_Cond	Read5_Date	Read5_ID	Read5_Score	Read5_Cond	Alert_Code	Alert_ReaderID
27	AI-XC	20131002135808	1500	1500	B	N	N	F	701325	5	10218951	Y	53299	THE COMPARISON SHOWS THATTHE NUMBER 6,059 IS BIGGER THAN THE DECIMAL 6.0?0	0		20130812130800	1663	0		20130812130807	1348	0											
28	AI-XC	20131002135808	1500	1500	A	N	Y	M	701412	5	10218953	Y	53299	6.070 is greater than 6.059 because the 7 in the hundreth place is bigger than the five .	1		20130812130802	1348	1		20130812130824	1663	1											
29	AI-XC	20131002135808	1500	1500	W	N	N	M	701416	5	10218955	Y	53299	IT WOULD HAVE TO BE 6 AND UP SO THAT PROBLEM WOULD BE 6.059 IS LESS THAN THAT NUMBER	1		20130812130856	1256	1		20130812130804	1663	1											
30	AI-XC	20131002135808	1500	1500	H	Y	N	M	701437	5	10218957	Y	53299	6.050 because that will be smaller than 6.059	0		20130812130845	1256	0		20130812130854	1348	0											
31	AI-XC	20131002135808	1500	1500	W	N	N	M	701523	5	10218959	Y	53299	The number would be 6.060 if you are going to make it bigger.	1		20130812130834	1256	1		20130812130847	1348	1											
32	AI-XC	20131002135808	1500	1500	H	Y		F	701531	5	10218961	Y	53299	I know that the digit has to by smaller.	0		20130812130830	1256	0		20130812130855	1335	0											
33	AI-XC	20131002135808	1500	1500	NR			F	701557	5	10218963	Y	53299	6 is my answer because as we all know 6 is bigger than 5 and if you add more 0 on to 6.060 then the number will just get bigger and bigger.	1		20130812130859	1271	1		20130812130806	1663	1											
34	AI-XC	20131002135808	1500	1500	W	N	N	F	701595	5	10218965	Y	53299	Well if you have 6.059 and you have the nember 6.0?0 then your spose to add a nember that is bigger than 6.059 then you know that it is 6.060 because sixty is a bigger nember than fiftynine and if you put the nembers together than you get 6.059 is less than 6.060.	1		20130812130827	1256	1		20130812130835	1348	1											
35	AI-XC	20131002135808	1500	1500	W	N	N	F	701601	5	10218967	Y	53299	I got it from rounding to the nearest hunderands.	0		20130812130808	1271	0		20130812130827	1348	0											
36	AI-XC	20131002135808	1500	1500	H	N	Y	F	701643	5	10218971	Y	53299	i picked 7 because it makes the comparison true it makes it grater than 6.059.	1		20130812130806	1271	1		20130812130822	1348	1											
37	AI-XC	20131002135808	1500	1500	H			M	701651	5	10218974	Y	53299	6 becase it makes the number biger	1		20130812130802	1271	1		20130812130807	1256	1											
38	AI-XC	20131002135808	1500	1500	A	N	N	F	701715	5	10218976	Y	53299	60 is greater than 59 and six is greater than 5	1		20130812130857	1271	1		20130812130801	1663	1											
39	AI-XC	20131002135808	1500	1500	NR			M	701728	5	10218980	Y	53299	THE REASON THAT ONE IS BIGGER IS BECAUSE IT IS NO NUMBER IN IT	0		20130812130857	1663	0		20130812130806	1348	0											
40	AI-XC	20131002135808	1500	1500	H	N	N	M	701737	5	10218982	Y	53299	I think the missing number is going to be 0 because if you dvad both number it mait be 0. Thats whe I got that acwer.	0		20130812130858	1348	0		20130812130854	1663	0											
41	AI-XC	20131002135808	1500	1500	H	N	N	F	701834	5	10218984	Y	53299	4 because it is eating the small number.	0		20130812130851	1663	0		20130812130802	1256	0											
42	AI-XC	20131002135808	1500	1500	W	N	N	M	701838	5	10218986	Y	53299	idk	N		20130812130844	1271		N	20130812130836	1335		N					20130815110808	1271		N		
43	AI-XC	20131002135808	1500	1500	H			F	701877	5	10218988	Y	53299	by putting another number that is  bigger than the 5	1		20130812130844	1256	1		20130812130854	1271	1											
44	AI-XC	20131002135808	1500	1500	H	N	N	M	701953	5	10218989	Y	53299	6.040 can round up to 6.059	0		20130812130839	1271	0		20130812130850	1348	0											
45	AI-XC	20131002135808	1500	1500	NR			F	702128	5	10218990	Y	53299	It is that because 60 is bigger than 59 and we needed something  bigger than 59, and I did 60.	1		20130812130844	1663	1		20130812130853	1256	1											
46	AI-XC	20131002135808	1500	1500	W			M	702139	5	10218991	Y	53299	6.060 is bigger then 6.059	1		20130812130830	1663	1		20130812130837	1271	1											
47	AI-XC	20131002135808	1500	1500	W			F	702140	5	10218992	Y	53299	the reson i picked the number because 7 is bigger than 5	1		20130812130828	1271	1		20130812130835	1663	1											
48	AI-XC	20131002135808	1500	1500	W	N	N	F	702155	5	10218993	Y	53299	6.060 is less than 6.059	0		20130812130825	1663	0		20130812130834	1271	0											
49	AI-XC	20131002135808	1500	1500	W	N	N	F	702164	5	10218994	Y	53299	Becuase the number is 59 and you would want to make it one bigger.	0		20130812130818	1271	0		20130812130838	1256	0											
50	AI-XC	20131002135808	1500	1500	NR			M	702216	5	10218995	Y	53299	I think that the ? is a 6	0		20130812130813	1271	0		20130812130818	1256	1		20130816140849	1063	0							
51	AI-XC	20131002135808	1500	1500	NR			M	702253	5	10218996	Y	53299	Because 6.060 is greater than 60.059	0		20130812130814	1256	1		20130812130824	1271	0		20130816150830	1063	0							
52	AI-XC	20131002135808	1500	1500	W	N	N	F	702258	5	10218997	Y	53299	First I told myself ok I know that six ,sevan,eight,and above are greater than five then i said i could put any one of those numbers in but i said that i think six makes the most sense because it is greater than five and isn't to large so that is why i put six as my answer.	1		20130812130808	1271	1		20130812130843	1348	1											
53	AI-XC	20131002135808	1500	1500	H	N	N	M	702270	5	10218998	Y	53299	because 6.090 is greater than 6.059	1		20130812130801	1271	1		20130812130810	1256	1											
54	AI-XC	20131002135808	1500	1500	H	N	N	F	702286	5	10218999	Y	53299	the number could be 6.060	0		20130812130805	1348	0		20130812130810	1271	0											
55	AI-XC	20131002135808	1500	1500	H	Y	Y	F	702290	5	10219000	Y	53299	I think 6.059 is greather than 6.0?0	0		20130812130804	1663	0		20130812130809	1348	0											
56	AI-XC	20131002135808	1500	1500	W	N	N	M	702296	5	10219001	Y	53299	that could be right only if the ? is bigger then the 5 because 6 whole and 6 whole are even then 0 and 0 are even then we come to the ? mark and the 5 so the question mark would have to be higher then the 5 if its not the promblem on the screen would be wrong.	1		20130812130857	1271	1		20130812130821	1663	1											
57	AI-XC	20131002135808	1500	1500	W	N	N	M	702317	5	10219002	Y	53299	I chose 6 because that would make the number 6.060 which is greater than 6.059	1		20130812130852	1348	1		20130812130802	1256	1											
58	AI-XC	20131002135808	1500	1500	NR			M	702359	5	10219003	Y	53299	6.059 because 59 is higher than 0	0		20130812130848	1348	0		20130812130856	1256	0											
59	AI-XC	20131002135808	1500	1500	W	N	N	F	702414	5	10219004	Y	53299	the missing number is 6 and the number is 6.060	0		20130812130849	1271	0		20130812130856	1663	1		20130816150829	1063	0							
60	AI-XC	20131002135808	1500	1500	W	Y	N	M	702415	5	10219005	Y	53299	it is a larger number	0		20130812130840	1271	0		20130812130845	1348	0											
61	AI-XC	20131002135808	1500	1500	W	N	N	M	702418	5	10219007	Y	53299	6.060 is biger than 6.059	1		20130812130829	1271	1		20130812130842	1348	1											
62	AI-XC	20131002135808	1500	1500	H	Y	Y	M	702423	5	10219008	Y	53299	im answer is 6059 becaus the is 6o o	0		20130812130824	1271	0		20130812130848	1256	1		20130816140857	1063	0							
63	AI-XC	20131002135808	1500	1500	I			M	702458	5	10219010	Y	53299	it wouldn't be 6.040 it would be 6.050.	0		20130812130821	1271	0		20130812130838	1348	0											
64	AI-XC	20131002135808	1500	1500	H	Y	Y	F	702466	5	10219012	Y	53299	I do that you have to find the  number that miss the digit.	0		20130812130818	1271	0		20130812130830	1348	0											
65	AI-XC	20131002135808	1500	1500	NR			F	702488	5	10219014	Y	53299	The numbers in the ones place are the same in both numbers and they also have the same digits in the tenths place, there is the question mark and a 5 next and then a 9 and a 0 meaning that the question mark has to be bigger than 59 if you add a 0 to the end of it, 60 is the next counting number after 59 so 6 is my answer.	1		20130812130825	1348	1		20130812130838	1271	1											
66	AI-XC	20131002135808	1500	1500	NR			M	702490	5	10219016	Y	53299	If 6.0?0 is greater than 6.059 te blank can be 6,7,8 or 9.	1		20130812130814	1271	1		20130812130833	1256	1											
67	AI-XC	20131002135808	1500	1500	H		Y	F	702521	5	10219018	Y	53299	i think the number would be  60 becouse it ends whit a 0	0		20130812130850	1663	1		20130812130857	1348	0		20130816150809	1063	0							
68	AI-XC	20131002135808	1500	1500	W	N	N	M	702578	5	10219020	Y	53299	This could be true if the question mark was replaced with a number from six - nine.	1		20130812130801	1256	1		20130812130811	1348	1											
69	AI-XC	20131002135808	1500	1500	NR			F	702583	5	10219021	Y	53299	Well, the decimal on the right obviously has to be greater than the decimal on the left. So what you have to do is replace the question mark with a number that will make the decimal on the right, greater than the decimal on the left. So, the number you replace the question mark with has to be greater than five.	1		20130812130803	1348	0		20130812130824	1256	1		20130816140837	1063	1							
70	AI-XC	20131002135808	1500	1500	NR			F	702586	5	10219023	Y	53299	Whatever the question mark is, it could change everything. To make it true, it would have to be 6 or higher. To make it false it would have to be 5 or lower.	1		20130812130839	1348	1		20130812130809	1271	1											
71	AI-XC	20131002135808	1500	1500	NR	Y	Y	F	702598	5	10219025	Y	53299	6.060	0		20130812130829	1271	0		20130812130832	1348	0											
72	AI-XC	20131002135808	1500	1500	NR			F	702647	5	10219029	Y	53299	It would be 6.060 because it's bigger than 6.059 so it would be greater than.	1		20130812130826	1271	1		20130812130830	1348	1											
73	AI-XC	20131002135808	1500	1500	B			F	702656	5	10219031	Y	53299	I think the answer is 6 because if you replace the ? with 6 you will see that 6.060 is greater than 6.059.	1		20130812130826	1348	1		20130812130850	1271	1											
74	AI-XC	20131002135808	1500	1500	H	N	Y	F	702795	5	10219034	Y	53299	6.059 is grater than 6.0?0 because of the 59.	0		20130812130858	1663	0		20130812130808	1256	1		20130816140844	1063	0							
75	AI-XC	20131002135808	1500	1500	H	N	N	M	702800	5	10219037	Y	53299	It has to be a six where the question mark is.6	0		20130812130810	1256	1		20130812130822	1271	0		20130816150833	1063	0							
76	AI-XC	20131002135808	1500	1500	W			F	702805	5	10219039	Y	53299	cause if you have any number less than 5 in that place it will less than  6.059 so have to pick a number greater than 5 and thats why i put 6 because it is greater than	1		20130812130813	1271	1		20130812130821	1348	1											
77	AI-XC	20131002135808	1500	1500	H	N	N	M	702816	5	10219041	Y	53299	The one on the right is bigger because I filled in the missing number with a six and  sixty is bigger than fifty-nine.	1		20130812130808	1348	1		20130812130818	1256	1											
78	AI-XC	20131002135808	1500	1500	H	N	N	F	702829	5	10219043	Y	53299	for this equation to be correct the hundreths place has to be larger than a 5 because in the less number in the hundreths place there's a 5 and in the larger number it's blank so you have to make it  be over 5 because if the number is under 5 this equation would be incorrect.	1		20130812130817	1663	1		20130812130853	1256	1											
79	AI-XC	20131002135808	1500	1500	W			F	702838	5	10219045	Y	53299	nine is good because it is bigger than fifty-nine the other number so it makes the comparison true	1		20130812130806	1256	1		20130812130814	1348	0		20130816150839	1063	1							
80	AI-XC	20131002135808	1500	1500	H	N	N	M	702863	5	10219048	Y	53299	The reason I found my answer is because 6.059 is smaller than 6.060 and that is how I found my answer.	1		20130812130859	1663	1		20130812130805	1271	1											
81	AI-XC	20131002135808	1500	1500	W			F	702932	5	10219050	Y	53299	IT IS MISSING THE FIVE IN THE 100 PLACE	0		20130812130854	1348	0		20130812130859	1271	0											
82	AI-XC	20131002135808	1500	1500	W	N	N	F	702974	5	10219052	Y	53299	The second number would be 6.060 beacause this number is bigger than 6.059. as it shows in the comparison.	1		20130812130854	1256	1		20130812130859	1348	1											
83	AI-XC	20131002135808	1500	1500	A	N	Y	M	702979	5	10219054	Y	53299	it is 6 because it is greater than 59	1		20130812130848	1256	1		20130812130853	1663	1											
84	AI-XC	20131002135808	1500	1500	W			M	703025	5	10219056	Y	53299	IT WOULD BE NINE BECAUSE  SIX AND NINE TENTHS WOULD BE GREATER  SIX AND FIVE TENTHS	1		20130812130843	1348	1		20130812130848	1335	0		20130816150808	1063	1							
85	AI-XC	20131002135808	1500	1500	W	N	N	M	703100	5	10219058	Y	53299	It would be anything greater then six because the other number is one lower then six	1		20130812130836	1348	1		20130812130849	1663	0		20130816150855	1063	1							
86	AI-XC	20131002135808	1500	1500	W	N	N	M	703102	5	10219061	Y	53299	0.06,it added to 6.000 would make it 1 more than 6.059	1		20130812130824	1348	1		20130812130847	1335	0		20130816150840	1063	1							
87	AI-XC	20131002135808	1500	1500	W	N	N	M	703104	5	10219064	Y	53299	you need to put a 6 in the hundreds place	0		20130812130816	1348	0		20130812130826	1335	0											
88	AI-XC	20131002135808	1500	1500	W			M	703127	5	10219066	Y	53299	6.059 IS LESS THAN 6.0?0	1		20130812130838	1256	1		20130812130852	1348	1											
89	AI-XC	20131002135808	1500	1500	NR			M	703198	5	10219068	Y	53299	that is correct cause 6.059 is <than 6.060	0		20130812130808	1271	0		20130812130813	1335	0											
90	AI-XC	20131002135808	1500	1500	NR			F	703204	5	10219070	Y	53299	i think it can be various answers but im going with 6.060 because the next number is 60	1		20130812130810	1663	1		20130812130821	1335	1											
91	AI-XC	20131002135808	1500	1500	A			M	703215	5	10219072	Y	53299	My answer is that the missing number is 6 because 6.059 has to be less than the greater number.	1		20130812130809	1335	1		20130812130836	1663	1											
92	AI-XC	20131002135808	1500	1500	W	N	N	F	703277	5	10219075	Y	53299	The missing number is most likely 6 because that is one numbber greater and this < means greater.	1		20130812130806	1348	0		20130812130855	1271	1		20130816150842	1063	1							
93	AI-XC	20131002135808	1500	1500	H	Y	N	M	703339	5	10219077	Y	53299	its rounding	0		20130812130856	1348	0		20130812130859	1663	0											
94	AI-XC	20131002135808	1500	1500	B			F	703340	5	10219079	Y	53299	if the number is bigger then the other it is right some time the least one can be right too.	0		20130812130801	1335	0		20130812130806	1271	0											
95	AI-XC	20131002135808	1500	1500	NR			M	703391	5	10219081	Y	53299	the spot blank is the number 6	0		20130812130854	1348	0		20130812130803	1663	0											
96	AI-XC	20131002135808	1500	1500	H	N	N	F	703406	5	10219085	Y	53299	6.090is gresater than 6.059 because 80 is always greater than 59.	1		20130812130851	1335	1		20130812130801	1271	1											
97	AI-XC	20131002135808	1500	1500	H	N	Y	F	703453	5	10219087	Y	53299	you can not anser this promblem because there is not enough informateion to solve all i know is that the diget has to be bigger that 5	1		20130812130841	1348	0		20130812130853	1271	1		20130816150852	1063	1							
98	AI-XC	20131002135808	1500	1500	NR			F	703486	5	10219090	Y	53299	I chose 9 to go in the question mark because if you look at the digits then you see that there are two sixes so you have to look in the hundreths place and chose a number that is bigger than 5.	1		20130812130837	1663	1		20130812130849	1348	1											
99	AI-XC	20131002135808	1500	1500	W	N	N	M	703522	5	10219093	Y	53299	It seys 6.059 < 6.0?0 so for it to be bigger you have to add something bigger than 5 so i put six.	1		20130812130845	1335	1		20130812130856	1663	1											
100	AI-XC	20131002135808	1500	1500	NR			F	703540	5	10219095	Y	53299	You have to look in the tenthes place and see that theres a five in it then,you have to put a number that's bigger than five	1		20130812130833	1348	0		20130812130846	1663	1		20130816150801	1063	1							
101	AI-XC	20131002135808	1500	1500	W	Y	N	M	703656	5	10219097	Y	53299	g	U		20130812130822	1348	0		20130812130806	1256		U	20130816140832	1063		U	20130815160817	1256		U		
102	AI-XC	20131002135808	1500	1500	W	N	N	M	703658	5	10219100	Y	53299	The question mark on the math problem it could be any number above 6.059 but it has to end in a 0 at them end so it could be 6.070 etc but the closer answer would be 6.060 so that is the answer im goin with.	1		20130812130826	1335	1		20130812130843	1271	1											
103	AI-XC	20131002135808	1500	1500	W		N	F	703733	5	10219102	Y	53299	The correct answer is six because in the problem it say's that 6.0?0 is bigger than 6.059 so the ? is 6	1		20130812130813	1663	1		20130812130819	1348	1											
104	AI-XC	20131002135808	1500	1500	NR			M	703743	5	10219105	Y	53299	I thoght of doing 6.050 because 6.059 would be 6.060.	0		20130812130812	1271	0		20130812130830	1663	0											
105	AI-XC	20131002135808	1500	1500	W	N	N	F	703745	5	10219107	Y	53299	The missing digit is 6 because the number has to be bigger than 6.059.  The tens place has to be changed scince the ones place is already at its highest value. This means the answer is 6.060.	1		20130812130810	1335	1		20130812130828	1271	1											
106	AI-XC	20131002135808	1500	1500	W	N	N	M	703804	5	10219110	Y	53299	6.060 or whatever it is is bigger because it can be anything above that	1		20130812130800	1256	1		20130812130808	1663	1											
107	AI-XC	20131002135808	1500	1500	W	N	N	M	703809	5	10219112	Y	53299	6.059 is smaller than 6.060	1		20130812130859	1663	1		20130812130804	1271	1											
108	AI-XC	20131002135808	1500	1500	NR			F	703816	5	10219114	Y	53299	the 6.0?0 is greater because the ones place ends with a zero and if the comparison sign is tawords the 6.0?0 in this case, then it has to be greater. the next number that has the 0 in the ones spot is 6.60	0		20130812130859	1335	0		20130812130823	1256	1		20130816150839	1063	0							
109	AI-XC	20131002135808	1500	1500	B			F	703817	5	10219117	Y	53299	six because when you think of the five in the problem then your like oh then if the five is there the why not the six to be there	0		20130812130848	1663	1		20130812130859	1271	0		20130816150859	1063	0							
110	AI-XC	20131002135808	1500	1500	W	N	N	F	703845	5	10219119	Y	53299	I think that 6.060 will work because 6.059 is like 59 and 6.060 is like 60 and 60 is greater than 59.	1		20130812130853	1256	1		20130812130803	1663	1											
111	AI-XC	20131002135808	1500	1500	B			F	703869	5	10219121	Y	53299	I chose 7 because 70 is larger than 59 and the equation states that the digit on the right is larger than the digit on the left.	1		20130812130841	1335	1		20130812130853	1663	1											
112	AI-XC	20131002135808	1500	1500	W	N	N	M	703893	5	10219124	Y	53299	the missing number will need to be greater than five	0		20130812130828	1663	0		20130812130835	1335	0											
113	AI-XC	20131002135808	1500	1500	W	N	N	M	703950	5	10219126	Y	53299	I would say the mistery is 6.060 because right over 6.059	1		20130812130824	1663	1		20130812130840	1256	1											
114	AI-XC	20131002135808	1500	1500	W	N	N	F	703971	5	10219128	Y	53299	6.059 is less than 6.060.  I know this because 60 is greater than 59.  6.000 is equivalent to 6.000.  so 6.059 is smaller than 6.060.	1		20130812130832	1335	1		20130812130840	1663	1											
115	AI-XC	20131002135808	1500	1500	W			F	703972	5	10219130	Y	53299	6.059 is less than 6.0?0. if 6.059 is less than 6.0?0 that mean 6.0?0 the missing number would be a 6	1		20130812130828	1256	1		20130812130835	1663	1											
116	AI-XC	20131002135808	1500	1500	W			F	704070	5	10219133	Y	53299	this is my answer because if i do a lower number then 6.059>well tern the other way that is why i pick 6.070	0		20130812130818	1335	1		20130812130849	1271	0		20130816150810	1063	0							
117	AI-XC	20131002135808	1500	1500	H	N	N	F	704096	5	10219135	Y	53299	6.059 is higher because it is higher than 6.0?0	0		20130812130813	1256	0		20130812130820	1271	0											
118	AI-XC	20131002135808	1500	1500	B			M	704129	5	10219137	Y	53299	i thought if theres a zero in front of the question mark and a zero in the back of  thequestion mark it had to be zero	0		20130812130809	1335	0		20130812130816	1663	0											
119	AI-XC	20131002135808	1500	1500	B			F	704131	5	10219140	Y	53299	Well I think that since the first comparison is 6.059 the second comparison would have been the same anwser all together the answer might be something else if thats not the anwser then maybe if I think about it the real answer might just be 6.090.	1		20130812130810	1663	1		20130812130814	1348	1											
120	AI-XC	20131002135808	1500	1500	H	N	N	M	704182	5	10219142	Y	53299	it is greater because it could be greater than 6.059.	0		20130812130802	1335	0		20130812130813	1348	0											
121	AI-XC	20131002135808	1500	1500	H	N	N	M	704183	5	10219144	Y	53299	it is greater than 6.059	0		20130812130856	1335	0		20130812130804	1348	0											
122	AI-XC	20131002135808	1500	1500	H	Y	Y	M	704206	5	10219146	Y	53299	the aswer 6.060 i think because this is the smaller number	0		20130812130853	1335	0		20130812130805	1256	0											
123	AI-XC	20131002135808	1500	1500	W	N	N	F	704207	5	10219148	Y	53299	6.059 is less than 6.060	1		20130812130844	1335	1		20130812130850	1663	1											
124	AI-XC	20131002135808	1500	1500	H	N	N	M	704250	5	10219149	Y	53299	6.059<6.060	0		20130812130846	1348	0		20130812130859	1663	0											
125	AI-XC	20131002135808	1500	1500	H	N	Y	M	704290	5	10219151	Y	53299	The answer is 60 because 59 is smaller than the other.I was going choose another qustion but i was wrong but i berlly notist .	1		20130812130815	1271	1		20130812130820	1663	1											
126	AI-XC	20131002135808	1500	1500	H	N	N	F	704388	5	10219152	Y	53299	i think that  6.0?0  is grater becouse it can have a lager numder were the little ? is at it can be larger than 6.059 so that why i think that 6.0?0 is larger.  and u can put the numder larger than 6.059. i think it can be 6.070 that is larger than 6.059	1		20130812130845	1663	1		20130812130859	1348	1											
127	AI-XC	20131002135808	1500	1500	A	N	N	F	704412	5	10219154	Y	53299	i thimk 6 because if you round 6.059 by the tenths then you get 6 because when you round you go to the number that is on the right side and if that number is bigger than 5 then you change the number.	1		20130812130828	1663	1		20130812130853	1256	1											
128	AI-XC	20131002135808	1500	1500	W	N	N	F	704672	5	10219156	Y	53299	I chose 6 because it is bigger than 5.	1		20130812130826	1348	1		20130812130832	1256	1											
129	AI-XC	20131002135808	1500	1500	W	Y	N	F	704691	5	10219157	Y	53299	The # 6.059 is Bigger than 6.0?0.	0		20130812130826	1256	0		20130812130838	1348	0											
130	AI-XC	20131002135808	1500	1500	B	Y		F	704697	5	10219159	Y	53299	If  the five is smiler  and 7 is big so I think the right number is 7.	1		20130812130824	1663	1		20130812130840	1335	1											
131	AI-XC	20131002135808	1500	1500	W			M	704700	5	10219161	Y	53299	t	0		20130812130818	1256	0		20130812130832	1271	0											
132	AI-XC	20131002135808	1500	1500	W			M	704730	5	10219163	Y	53299	6.0?0 is greater than 6.059 by 20.	0		20130812130819	1348	0		20130812130826	1335	0											
