	AI_Prov_Name	File_Date	File_Count	Group_Count	Ethnicity	IEP	LEP	Gender	Ven_Stud_ID	Grade	Stud_Test_ID	Score_Flag	Item_ID	Item_Response	Final_Score	Data_Point	Read1_Date	Read1_ID	Read1_Score	Read1_Cond	Read2_Date	Read2_ID	Read2_Score	Read2_Cond	Read3_Date	Read3_ID	Read3_Score	Read3_Cond	Read5_Date	Read5_ID	Read5_Score	Read5_Cond	Alert_Code	Alert_ReaderID
47	AI-XC	20131002135742	1000	1000	W	N	N	F	365166	7	9982851	Y	46450	They did it to show that it was also in New York, Chicago, and Boston. they showed that it wasnt just in the Midwest.	1		20130821183327	660	1		20130821183624	655	1											
48	AI-XC	20131002135742	1000	1000	W	N	N	M	365176	7	9982852	Y	46450	This shows the magnitude of the dust storm that was created. Much of the USA was surrounded by dust at that time, so it showed how the dust moved thousands of miles to NYC, causing devestation.	1		20130821183659	663	1		20130821183752	660	1											
49	AI-XC	20131002135742	1000	1000	W	N	N	F	365177	7	9982853	Y	46450	"The effect of  starting the presentation this way is that it shhows the dust storm happening in new york at the time of the event.   '""1934. Darkness falls across America. Dust storms hit New York, Chicago, and Boston."""""	1		20130821182852	655	1		20130821183235	659	1											
50	AI-XC	20131002135742	1000	1000	W	N	N	F	365199	7	9982854	Y	46450	"The effect of starting ther presentation with a scene of the Statue of Liberty surrounded by a black cloud of dust was that it showed you what the dust storms looked like and how far they traveled. In the presentation it says ""dust storms hit New York, Chicago, and Boston. Ships stop of the eastern sea board not sure what is happening. Dust storms were born out of a hundred million acre dead zone two thousand miles away in Oklahoma, Texas, Kanses, and Calorado."""	1		20130821183806	603	2		20130821184136	597	1		20130821184518	459	1							
51	AI-XC	20131002135742	1000	1000	A	N	N	M	365309	7	9982855	Y	46450	This scene provides an image for the reader to know hat this natural disater wa and looked like. For example, in the beginning they  talk of dust clouds swarming New York.	1		20130821182158	660	1		20130821182430	651	1											
52	AI-XC	20131002135742	1000	1000	H		Y	F	365652	7	9982856	Y	46450	The ships stop in the east coast not knowing nothing that what happen and the dust was on mny citys.	0		20130821184133	603	0		20130821184455	633	0											
53	AI-XC	20131002135742	1000	1000	W	N	N	F	365859	7	9982857	Y	46450	It makes you feel sad and alone. You can barely see the city behind it and it makes you feel so far away and lost. Like your on a cloud and it you would fall you would never reach the ground.	0		20130821184913	651	1		20130821185006	661	0		20130821185141	464	0							
54	AI-XC	20131002135742	1000	1000	H		Y	F	365887	7	9982858	Y	46450	The presentation started with the styatue of liberty because there was a strong storm coming to NewYork city at that time.Also,strong storms come from that part of the united states.	1		20130821182101	599	1		20130821182409	661	1											
55	AI-XC	20131002135742	1000	1000	W	N	N	F	366869	7	9982859	Y	46450	"Starting out with Lady Liberty shows you what life was like before the great depression and kind of ""sets the stage"" for whats about to happen. It shows you that the people are concered and worried about the great storm ripping through the country."	0		20130821184633	660	0		20130821184913	651	0											
56	AI-XC	20131002135742	1000	1000	W	N	N	M	366885	7	9982860	Y	46450	It was trying to grab your attention and it said Boston, (Which was in New York.) was hit by the storm.	0		20130821180800	651	1		20130821180940	660	0		20130821181252	464	0							
57	AI-XC	20131002135742	1000	1000	W	Y	N	M	366933	7	9982861	Y	46450	futyoruytiltyyitioywtilyiotytiyuwtioywiotywiowtoiwti	U		20130821181049	77		U	20130821181549	463		U										
58	AI-XC	20131002135742	1000	1000	H	N	Y	F	367141	7	9982862	Y	46450	WELL i couldn't answer the questions right because I wasn't allowed to pull out my earphones and listen to the video so therefore I cant answer this and i am guessing on the questions.	T		20130821182434	77		T	20130821182934	457		T										
59	AI-XC	20131002135742	1000	1000	W	N	N	F	367539	7	9982863	Y	46450	the black could destryed every to crops animals and homes or shops to.	0		20130821181407	663	0		20130821181650	655	0											
60	AI-XC	20131002135742	1000	1000	B	N		F	368615	7	9982864	Y	46450	like i said i dont know	T		20130821184408	77		T	20130821184908	457		T										
61	AI-XC	20131002135742	1000	1000	W	N	N	M	369081	7	9982865	Y	46450	showing the statue of liberty shows how much impact the dust bowl had on the US.	1		20130821180446	655	1		20130821180727	641	1											
62	AI-XC	20131002135742	1000	1000	H	N	Y	M	369242	7	9982866	Y	46450	The effect of starting the presentation the statuue of liberty was surrounded by the cluod because there was a storm coming and it was going to destroy cew york.	1		20130821181733	599	1		20130821182332	663	0		20130821182701	459	1							
63	AI-XC	20131002135742	1000	1000	W	N	N	F	369542	7	9982867	Y	46450	It made me think we was talking about when it was made.	0		20130821183107	601	0		20130821183230	660	0											
64	AI-XC	20131002135742	1000	1000	W	N	N	F	369744	7	9982868	Y	46450	i dont know it would not play	T		20130821184440	77		T	20130821184940	457		T										
65	AI-XC	20131002135742	1000	1000	W	Y	N	M	369908	7	9982869	Y	46450	I n the presentation '' Dust storms strike America'' the reason they showed the Statue of liberty in the begining is because there is a dust storm over  new york city. In the presentation it states''1934 darkness falls across america.Dust storms hit New york , chiacago, and Boston.''The reason I chose these is because they're dust storms across america.	1		20130821182824	633	1		20130821183031	663	1											
66	AI-XC	20131002135742	1000	1000	NR			M	370606	7	9982870	Y	46450	The dust storm toar up that part of the country and more and many people most likly lost there lives.	0		20130821183528	663	0		20130821183746	633	0											
67	AI-XC	20131002135742	1000	1000	W	N	N	M	370993	7	9982871	Y	46450	Then everyone in the state would not be able to see. It is a really big city to and we have a lot of important stuff that we have there. So that is what might happen.	0		20130821181148	661	0		20130821181411	655	0											
68	AI-XC	20131002135742	1000	1000	P	N	N	F	371729	7	9982872	Y	46450	The black cloud of dust is up high with the statue of liberty and might get ruendor might not.	0		20130821182629	601	0		20130821182828	663	0											
69	AI-XC	20131002135742	1000	1000	W	N	N	M	372685	7	9982873	Y	46450	The effect on New york was a big black cloud of dark dust storm, and the storm killed people.	1		20130821184216	660	0		20130821184645	641	1		20130821185012	459	1							
70	AI-XC	20131002135742	1000	1000	NR			M	373033	7	9982927	Y	46450	the effect of that was that there no people to be found they were all dead and things like that idk	0		20130821182955	660	0		20130821183203	655	0											
71	AI-XC	20131002135742	1000	1000	W	Y	N	F	374681	7	9982929	Y	46450	the statue represents the america	0		20130821182447	660	0		20130821182911	659	0											
72	AI-XC	20131002135742	1000	1000	A		N	F	374962	7	9982931	Y	46450	The scene made it clear that the presentation was about something terrible. The scene looked dark and gloomy which explained the dust storms well. You also get an idea that it's in America or to be more specific, New York.	1		20130821181650	641	1		20130821182027	655	1											
73	AI-XC	20131002135742	1000	1000	H		N	F	375530	7	9982933	Y	46450	it is showing you how it grew around U.S.	0		20130821180348	659	1		20130821180541	660	0		20130821180725	464	0							
74	AI-XC	20131002135742	1000	1000	H	N	N	M	376209	7	9982934	Y	46450	cause it said it was the size of the statue of liberty	0		20130821182337	660	0		20130821182520	641	0											
75	AI-XC	20131002135742	1000	1000	H		Y	F	376288	7	9982936	Y	46450	The effect starting the darkedness,the storms hit in New York, Chicago and Boston but by 1930 the rains inventually stop then a dust storm fenomenal happened. Amoung  a mounster is created the dust is left it up to 10,000 feet.	0		20130821182405	641	2		20130821182625	661	1		20130821183017	596	0							
76	AI-XC	20131002135742	1000	1000	P		N	M	376336	7	9982938	Y	46450	Dust storms hit New York, Chicago, and Boston.	0		20130821183943	603	0		20130821184439	641	1		20130821184828	459	0							
77	AI-XC	20131002135742	1000	1000	H	N	N	M	378289	7	9982940	Y	46450	It shows the dust storms struck all of america and not just a small part.	0		20130821181038	599	0		20130821181308	660	1		20130821182102	464	0							
78	AI-XC	20131002135742	1000	1000	W	N		F	378515	7	9982941	Y	46450	The effect that the image has on my mind makes me predict that the following presentation will be about a storm in New York City, instead about terrible storms all over the U.S.	0		20130821180843	663	0		20130821181151	655	0											
79	AI-XC	20131002135742	1000	1000	W	Y	N	M	378590	7	9982943	Y	46450	a lot of people died in the dust bowl	0		20130821182938	597	0		20130821183118	660	0											
80	AI-XC	20131002135742	1000	1000	B	N	N	F	378596	7	9982945	Y	46450	The effect is that in 1930 the rain had stoped and the stactic between the earth and the dust it had sucked the dust up powerful and then the dust was so powerful that it went in the air 10,000 feet up.	0		20130821180504	641	0		20130821180735	661	0											
81	AI-XC	20131002135742	1000	1000	H		Y	F	378634	7	9982946	Y	46450	it got derty.	0		20130821185004	641	0		20130821185309	633	0											
82	AI-XC	20131002135742	1000	1000	H	N	N	M	379844	7	9982947	Y	46450	to see how bad the situation of the dust bowl really was	1		20130821184818	597	1		20130821184945	660	1											
83	AI-XC	20131002135742	1000	1000	A			F	380724	7	9982948	Y	46450	It shows that the storm hit New York. like the presentation said the storm hit New York.	1		20130821183434	601	1		20130821183550	661	1											
84	AI-XC	20131002135742	1000	1000	B		N	F	380736	7	9982949	Y	46450	The effect of starting the presentatiom with a scene of the Statue of Liberty surrounded by a black cloud of dust, has the reader believe that this disater effected all of states around New York and in New York. It also havr us believe that this effected America as a whole.	1		20130821183043	599	1		20130821183434	601	1											
85	AI-XC	20131002135742	1000	1000	W			F	380815	7	9982950	Y	46450	the dust storm took over america. it was moving around like it was hunting for prey.	0		20130821184259	655	0		20130821184606	603	1		20130821185012	459	0							
86	AI-XC	20131002135742	1000	1000	W	N	N	F	381037	7	9982951	Y	46450	It showed that the problems can be bigger than you think, and that they're always problems lurking beneath the shadows. I think it may symbolize what the problem is; how it came unexpectedly	0		20130821182955	660	0		20130821183203	655	0											
87	AI-XC	20131002135742	1000	1000	W	N	N	M	381213	7	9982953	Y	46450	It shows people that it was a horrible year and how it was so bad  that the whole entire city of new york is covered dust.	0		20130821182938	597	0		20130821183118	660	0											
88	AI-XC	20131002135742	1000	1000	H	N	N	F	381262	7	9982955	Y	46450	"It is shown by using the statue of liberty surrounded by a cloud of dust is that the community was having a hard time. In the presentation it is said that ""the monster rips across the country looking for prey"" which means the people were having a hard time with the disaster."	0		20130821184107	660	0		20130821184454	651	1		20130821185012	464	0							
89	AI-XC	20131002135742	1000	1000	NR	Y	Y	M	381265	7	9982957	Y	46450	People in that New York city they went walking and look at Statue of Litberty and took picture of him.	0		20130821182101	599	0		20130821182409	661	0											
90	AI-XC	20131002135742	1000	1000	W			M	381350	7	9982959	Y	46450	"it showed a figure of speach ""darkness falls across america"	0		20130821183018	655	0		20130821183219	603	0											
91	AI-XC	20131002135742	1000	1000	NR			F	381365	7	9982961	Y	46450	Darknees fall among the america,Ship stop off  the eastern sea board not suring what is happening .Lost of millions and millions of top soil.	0		20130821181507	603	0		20130821181729	661	2		20130821182422	596	0							
92	AI-XC	20131002135742	1000	1000	B			M	381450	7	9982963	Y	46450	to show that it had been a bad time for the us.it was a great depression	0		20130821182955	660	0		20130821183203	655	0											
93	AI-XC	20131002135742	1000	1000	W	N	N	M	381540	7	9982965	Y	46450	Beacause it was showing that this storm was a big bad thing for America. The Statue of Liberty represents America and the black clouds represent the Dust Bowl.	1		20130821183528	663	0		20130821183746	633	1		20130821183857	464	1							
94	AI-XC	20131002135742	1000	1000	W	N	N	F	381588	7	9982967	Y	46450	They were showing how bad and dark everything had seemed.  They were showing how bad things had gotten to prove that this really happened and was a horrible thing.	1		20130821181001	603	1		20130821181148	661	1											
95	AI-XC	20131002135742	1000	1000	H		N	M	382055	7	9982968	Y	46450	hope	0		20130821182742	661	0		20130821183043	599	0											
96	AI-XC	20131002135742	1000	1000	H			F	382278	7	9982970	Y	46450	It makes it look like we made it a bad place to live. For example how would a cloud of dust just appear out of nowhere?	0		20130821183018	655	0		20130821183219	603	0											
97	AI-XC	20131002135742	1000	1000	H		Y	F	382515	7	9982971	Y	46450	The effect of starting the presentation with a scene of the Statue of Liberty surrounded by a black cloud of dust was to show how the cloud dust looked like in that part.	0		20130821182010	641	0		20130821182257	597	0											
98	AI-XC	20131002135742	1000	1000	W	N	N	M	382711	7	9982972	Y	46450	It shows how sever it was in popular citys and monuments.	1		20130821184744	661	1		20130821184836	660	0		20130821185014	596	1							
99	AI-XC	20131002135742	1000	1000	W	Y	N	F	382715	7	9982973	Y	46450	The dust in New York was over the city.	0		20130821183749	641	1		20130821183915	660	0		20130821185041	463	0							
100	AI-XC	20131002135742	1000	1000	H	N	Y	M	382746	7	9982974	Y	46450	It started with the Statue of Liberty because it represents America, and America was in trouble with the storms. Thats why it showed it with dark clouds.	1		20130821183528	663	0		20130821183746	633	1		20130821183857	464	1							
101	AI-XC	20131002135742	1000	1000	H	N	Y	M	382748	7	9982975	Y	46450	farming caused this because they farmed a lot and they couldn't pay theeir morrgage.	0		20130821175951	660	0		20130821180223	663	0											
102	AI-XC	20131002135742	1000	1000	B		N	F	383026	7	9982976	Y	46450	The picture of the Statue of Liberty surrounded by a black cloud of dust shows just how devastating that storm was. It shows that you couldn't even see through the thick hazes of dust gusting through the air at a very high speed, ripping and ragging through anything that stands in its way. Destroying many things. you could only guess what was happening down there as fear strikes everyone's hearts.	1		20130821182800	599	1		20130821183023	603	1											
103	AI-XC	20131002135742	1000	1000	H	N	Y	M	383076	7	9982977	Y	46450	when a tornado is being mad the doust starts to go in a circole and it turns big the dust is lefted up to 10,000 feet.	0		20130821181411	655	0		20130821181923	659	0											
104	AI-XC	20131002135742	1000	1000	NR			M	383113	7	9982978	Y	46450	Is that a big dust storm hit New Yourk  most of the Mid-West..	1		20130821191550	633	1		20130821191812	641	1											
105	AI-XC	20131002135742	1000	1000	H	N	Y	F	383283	7	9982979	Y	46450	In 1934 the Statue of  Liberty had been surrounded by a black cloud of dust darkness had fallen across America the storms had hit New York some ships had been stopping by the eastern not woundering.	0		20130821183806	603	0		20130821184136	597	0											
106	AI-XC	20131002135742	1000	1000	H	N	N	M	383334	7	9982980	Y	46450	The effect was to show that we are all one nation.	0		20130821181001	603	0		20130821181148	661	0											
107	AI-XC	20131002135742	1000	1000	NR			M	383581	7	9982981	Y	46450	It adds an air of mysteriousness,because it makees you want to know what is happening	0		20130821183659	663	1		20130821183752	660	0		20130821183857	464	0							
108	AI-XC	20131002135742	1000	1000	B		N	M	383602	7	9982982	Y	46450	This was showing how the big storm looked and it was also showing the effect of you not able to see anything ,even the tallest thing in New York. Another thing to me was showing how bad it was looking.	1		20130821180504	641	1		20130821180735	661	1											
109	AI-XC	20131002135742	1000	1000	W	N	N	F	383666	7	9982983	Y	46450	The black cloud of dust around the statue of liberty was coming from texas and oklahoma.	0		20130821182824	633	0		20130821183031	663	0											
110	AI-XC	20131002135742	1000	1000	H	N	Y	M	383765	7	9982984	Y	46450	It affects it because you think something bad is happening.	0		20130821183356	603	0		20130821183550	661	1		20130821183907	463	0							
111	AI-XC	20131002135742	1000	1000	H	N	Y	M	384065	7	9982985	Y	46450	1934 darknees fall cross america  the storms of new york chicago and boston shepss  the storms report dead zone in oclahoma,texas, cansas and colorado.	0		20130821183344	663	1		20130821183550	603	0		20130821183907	463	0							
112	AI-XC	20131002135742	1000	1000	W	N	N	M	384090	7	9982986	Y	46450	The dust storms affected peoples work the ships that people drive would stop because it was to dark to see.	0		20130821182211	651	0		20130821182638	655	0											
113	AI-XC	20131002135742	1000	1000	W	N	N	M	384532	7	9982988	Y	46450	the effect of starting with the statue of liberty with a black cloud of dust behind it showed what it was like when the enviormental factors were happening.	0		20130821181449	660	0		20130821181846	603	0											
114	AI-XC	20131002135742	1000	1000	W	N	N	F	385067	7	9982990	Y	46450	It helped to show how far the storm went and how many people in different places it effected.	1		20130821183528	663	1		20130821183746	633	1											
115	AI-XC	20131002135742	1000	1000	W			F	385634	7	9982991	Y	46450	this showed that it became dirty and sandy and also hot. its was that because it said it had a drought.	0		20130821183356	603	0		20130821183623	601	0											
116	AI-XC	20131002135742	1000	1000	A	N	N	F	385774	7	9982993	Y	46450	The effect of starting the presentation with a scene of the Statue of Liberty surrounded by a black cloud of dust is to start the reader with a picture that shows what the presentation might be about or relate to.	0		20130821183834	597	0		20130821184056	661	0											
117	AI-XC	20131002135742	1000	1000	W	N	N	M	386996	7	9982995	Y	46450	It shows that the United States was effected by the dust storm because the Statue of Liberty is our countrys statue.	0		20130821183356	603	0		20130821183623	601	0											
118	AI-XC	20131002135742	1000	1000	W	N	N	F	388092	7	9982997	Y	46450	Its shows a picture of the stautue of liberty to show that there in new york.	0		20130821184746	660	0		20130821184951	599	1		20130821185420	459	0							
119	AI-XC	20131002135742	1000	1000	W	N	N	F	388273	7	9982998	Y	46450	It shows that the dust bowl really did happen and that it all started in New York.	0		20130821180800	651	0		20130821180940	660	0											
120	AI-XC	20131002135742	1000	1000	W	N	N	F	388275	7	9983000	Y	46450	The person that did this presentation was trying to show us the effect of  the dust bowl and that it was so powerful that since it was happening in Oklahoma, Texas etc. etc. that it could even hit New York, Boston etc. etc.	1		20130821184729	633	1		20130821184845	661	1											
121	AI-XC	20131002135742	1000	1000	W			M	388411	7	9983003	Y	46450	It represents america	0		20130821180251	661	0		20130821180627	597	0											
122	AI-XC	20131002135742	1000	1000	H	N	N	M	388446	7	9983005	Y	46450	"It makes me think of a kind of disaster effecting our state, and maybe our freedom. ""Darkness falls across America. Dust storms hit New York, Chicago and Boston."" It feels like our country is beginning to fall apart."	0		20130821181907	661	2		20130821182503	659	1		20130821183003	459	0							
