"X","AI_Prov_Name","File_Date","File_Count","Group_Count","Ethnicity","IEP","LEP","Gender","Ven_Stud_ID","Grade","Stud_Test_ID","Score_Flag","Item_ID","Item_Response","Final_Score","Data_Point","Read1_Date","Read1_ID","Read1_Score","Read1_Cond","Read2_Date","Read2_ID","Read2_Score","Read2_Cond","Read3_Date","Read3_ID","Read3_Score","Read3_Cond","Read5_Date","Read5_ID","Read5_Score","Read5_Cond","Alert_Code","Alert_ReaderID","prediction"
11,"AI-XC",20131119122054,1000,1000,"W","","","M",700888,5,10593023,"Y",53299,"Because if it was sixty thousanths it would be exacly one more than fifty nine thousanths.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.651860283334808
12,"AI-XC",20131119122054,1000,1000,"H","N","N","F",701142,5,10593027,"Y",53299,"I picked the number seven because, 70 thousanths is bigger than 59 thousanths.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.986952321851291
13,"AI-XC",20131119122054,1000,1000,"W","N","N","F",701181,5,10593031,"Y",53299,"Because 59 is smaller than 60, so the decimal will be bigger.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.644104578231235
14,"AI-XC",20131119122054,1000,1000,"H","N","N","F",701248,5,10593037,"Y",53299,"you half to find the missing digit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15,"AI-XC",20131119122054,1000,1000,"H","N","Y","F",701304,5,10593081,"Y",53299,"6.059 is bigger  then 6.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
16,"AI-XC",20131119122054,1000,1000,"H","N","Y","M",701311,5,10593083,"Y",53299,"6.0?0 is grater than 6.059 because six hundred has a secret number",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.406345205044842
17,"AI-XC",20131119122054,1000,1000,"H","","","M",701313,5,10593086,"Y",53299,"I saw I needed to get 6.0?0 greater then 6.059.I could only change one number wich was the hundreths.I could change the ? to 6,7,8 or 9 but I chose 6.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.678376722940499
18,"AI-XC",20131119122054,1000,1000,"NR","","","F",701382,5,10593091,"Y",53299,"It could be one digit higer if you want it to. But this is my theri it is one digit higher and the aligator would rath have a bigger lunch than a smaller lunch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175684349487766
19,"AI-XC",20131119122054,1000,1000,"H","N","N","M",701440,5,10593096,"Y",53299,"you have to divid to get the missing number",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
20,"AI-XC",20131119122054,1000,1000,"W","N","","F",701524,5,10593147,"Y",53299,"I got 6 as the digit that would completly fill in the comparison. I got this because it shows 6.059 and then it shows this symbol < and that means that the other number has to be bigger then the other. So it showed me this 6.0?0 and I put a 6 because it is one hundreth bigger then 6.059. Which gives me 6.060 as my answer.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.854328339154046
21,"AI-XC",20131119122054,1000,1000,"W","N","N","F",701549,5,10593152,"Y",53299,"I put six decimal point zero sixty becouse the comperson sign is showing that six decimal point zero question mark zero has to be bigger than six decimal point zero fifty-nine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.728960206362028
22,"AI-XC",20131119122054,1000,1000,"A","N","N","F",701718,5,10593159,"Y",53299,"I think so because, 6.060 is greater than 6.059. It is actually .001 more than 6.059 which makes the comparision correct. There are other answers that  will fit the equation too.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.897835518631764
23,"AI-XC",20131119122054,1000,1000,"W","N","N","F",701779,5,10593219,"Y",53299,"I got the digit 7 in the equation 6.059 < 6.0?0 because 6.070 is more than 6.059. I could have also used the digits 6, 8, or 9 if I wanted to.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83347873090762
24,"AI-XC",20131119122054,1000,1000,"H","","","M",701799,5,10593273,"Y",53299,"I think the answer is 6 in the blank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.341579538126314
25,"AI-XC",20131119122054,1000,1000,"B","Y","N","M",701822,5,10593279,"Y",53299,"THE ANSWER IS INCORRECT BECAUSE THE ANSWER THAT IS CHOSIN IS LEST THAN THE OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,"AI-XC",20131119122054,1000,1000,"H","Y","Y","F",701973,5,10593332,"Y",53299,"6.060 is greater than 6.059.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.971831195522983
27,"AI-XC",20131119122054,1000,1000,"W","N","N","M",701976,5,10593381,"Y",53299,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
28,"AI-XC",20131119122054,1000,1000,"W","N","N","M",702103,5,10593383,"Y",53299,"6.060 is 0.01 >then 6.059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.798464154340402
29,"AI-XC",20131119122054,1000,1000,"H","N","Y","M",702223,5,10593387,"Y",53299,"6.059<6.060 is correct because 59<60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557656676856916
30,"AI-XC",20131119122054,1000,1000,"W","Y","N","M",702260,5,10593392,"Y",53299,"How I got my answer is by adding 0.060 to 6.0?0 equals 6.060 which is greater than 6.059.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.824562312422352
31,"AI-XC",20131119122054,1000,1000,"W","N","N","M",702298,5,10593397,"Y",53299,"I chose 6 because the first decimal is 6.059 and the one I have to complete is 6.0?0 in the ? space I put 6.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31943936748131
32,"AI-XC",20131119122054,1000,1000,"NR","","","F",702384,5,10593449,"Y",53299,"well were the opening is should point to the greatest so i had to put an higher number there so i put six and my answer is 6.060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41219655572891
33,"AI-XC",20131119122054,1000,1000,"A","","Y","M",702410,5,10593456,"Y",53299,"i know that 6.0?0 got to be higher than 6.059. so i think one number higher than 59. so i put 6.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.797588697764072
34,"AI-XC",20131119122054,1000,1000,"NR","","","F",702603,5,10593506,"Y",53299,"You replace the question mark with a greater digit because its a greater symbol pointing at 6.0?0. it would turn into 6.060.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.367477544385219
35,"AI-XC",20131119122054,1000,1000,"W","","","F",702620,5,10593513,"Y",53299,"want I did was looked at the was the sign and it was a less than sign.I got my number by looking at the 5 and 6 is bigger.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62731483202223
36,"AI-XC",20131119122054,1000,1000,"W","N","N","F",702678,5,10593520,"Y",53299,"i got this answer because i knew the answer needed to be bigger than 6.059 and i knew well one of the closest ones to that answer that is still bigger than that answer is 6.060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.660265408968027
37,"AI-XC",20131119122054,1000,1000,"H","N","N","F",702721,5,10593623,"Y",53299,"If 6.059 is less than 6.0?0 then that means the ? would have to equal 6.060.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.870109301808705
38,"AI-XC",20131119122054,1000,1000,"NR","","","M",702756,5,10593627,"Y",53299,"the missing number is six because they rounded 59 to 60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59231956199174
39,"AI-XC",20131119122054,1000,1000,"W","N","N","F",702823,5,10593633,"Y",53299,"The answer is six because the second nuber is greater.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444559029052849
40,"AI-XC",20131119122054,1000,1000,"W","","","M",702926,5,10593640,"Y",53299,"LESS THAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
41,"AI-XC",20131119122054,1000,1000,"NR","","","F",702963,5,10593692,"Y",53299,"6.059 is less than 6.0?0 because the ? has to represent a number that would be higher than 59.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.606857839080953
42,"AI-XC",20131119122054,1000,1000,"NR","","","M",703038,5,10593700,"Y",53299,"6.059 is less than any number under6.060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.773902202726922
43,"AI-XC",20131119122054,1000,1000,"A","N","N","M",703059,5,10593758,"Y",53299,"The question mark resembles a number 6 or higher, because the number with the question mark is higher.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.351068249773736
44,"AI-XC",20131119122054,1000,1000,"NR","","","M",703195,5,10593802,"Y",53299,"The sign is a less than sign because the number in the hundreths place is greater than 5, so it would be 6.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.869552944870286
45,"AI-XC",20131119122054,1000,1000,"W","N","N","F",703230,5,10593806,"Y",53299,"the missing number would be 6 because the mouth is opening to the greater number",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62963397487751
46,"AI-XC",20131119122054,1000,1000,"H","N","N","M",703238,5,10593810,"Y",53299,"It is 6 because if it was 5 it would be less then 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.592464286132241
47,"AI-XC",20131119122054,1000,1000,"NR","","","F",703251,5,10593817,"Y",53299,"You go from your left to your right,when comparing.but if your digits are the same move on to the next digit,and if you have different digits find wich one is greater.In this comparison I have to put a digit greater than the number 5.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.493901174805919
48,"AI-XC",20131119122054,1000,1000,"H","Y","Y","F",703272,5,10593863,"Y",53299,"You  have  to  make  the  number  bigger.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0490295005821559
49,"AI-XC",20131119122054,1000,1000,"W","N","N","M",703352,5,10593867,"Y",53299,"the question mark has to be higher than 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.847481373745727
50,"AI-XC",20131119122054,1000,1000,"NR","","","M",703395,5,10593871,"Y",53299,"well six and six are equal and so is zero and zero but five and six are not, six is bigger than five so 6.060 is bigger than 6.059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
51,"AI-XC",20131119122054,1000,1000,"W","N","N","F",703408,5,10593874,"Y",53299,"well, i know that 6.0?0 is the bigger number so you have to turn the question mark into a number bigger than 5. so i would have the answer 6.070.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
52,"AI-XC",20131119122054,1000,1000,"B","","","M",703456,5,10593956,"Y",53299,"I DONT KNOOOOOOOOWWWWWWWWWW!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
53,"AI-XC",20131119122054,1000,1000,"A","","","F",703461,5,10594004,"Y",53299,"I think the answer might be 5 because that's the smallest than6.o59.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.197907956280472
54,"AI-XC",20131119122054,1000,1000,"NR","","","F",703492,5,10594008,"Y",53299,"6.059<6.0 because they both have 6 as a whole number but one of them has .059 and the other has .000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0691863773330282
55,"AI-XC",20131119122054,1000,1000,"W","","","M",703641,5,10594014,"Y",53299,"You can't get the answere it because we don't have the full prbem yet.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
56,"AI-XC",20131119122054,1000,1000,"H","N","N","M",703839,5,10594060,"Y",53299,"6.0?0 is probably bigger than the other one",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0416314082373322
57,"AI-XC",20131119122054,1000,1000,"W","N","N","M",703860,5,10594109,"Y",53299,"Because that question mark could be anything! It could be a 6, or a 7, or anything!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.159049202411569
58,"AI-XC",20131119122054,1000,1000,"W","N","N","M",703866,5,10594114,"Y",53299,"that is my awnser because 6.059 is bigger than 6.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0168436348332849
59,"AI-XC",20131119122054,1000,1000,"W","N","N","F",704045,5,10594120,"Y",53299,"It would be 6 because 6.059 is less than 6.060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
60,"AI-XC",20131119122054,1000,1000,"H","Y","N","F",704098,5,10594166,"Y",53299,"4973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
61,"AI-XC",20131119122054,1000,1000,"H","N","N","F",704104,5,10594171,"Y",53299,"there is a comparison of 1 number",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
62,"AI-XC",20131119122054,1000,1000,"W","N","N","M",704186,5,10594216,"Y",53299,"6.059is not eqal to 6.050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
63,"AI-XC",20131119122054,1000,1000,"W","N","N","M",704188,5,10594261,"Y",53299,"This is because 6.060 is greater than 6.059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.961098782187081
64,"AI-XC",20131119122054,1000,1000,"H","N","Y","F",704354,5,10594263,"Y",53299,"First think what is greater than 6.059 and just put 6.060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.739391869374113
65,"AI-XC",20131119122054,1000,1000,"W","Y","N","F",704396,5,10594267,"Y",53299,"IT CAN BE A 6 RO HIER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0930711730868851
66,"AI-XC",20131119122054,1000,1000,"H","N","N","F",704407,5,10594272,"Y",53299,"it could  be 6 because 6.060 is smaller than 6.o59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.969125382590189
67,"AI-XC",20131119122054,1000,1000,"H","N","Y","M",704614,5,10594279,"Y",53299,"because 6.059 is smaller than 6.060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.900394414770819
68,"AI-XC",20131119122054,1000,1000,"A","","","M",704794,5,10594319,"Y",53299,"Two-fifths is too many,five over two is way to much , and two-tenths is the same as one -fifths so it leaves me with only one-tenths .",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05279202248979
69,"AI-XC",20131119122054,1000,1000,"NR","","","F",704844,5,10594364,"Y",53299,"the question mark would be the number zero.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0647383887249323
70,"AI-XC",20131119122054,1000,1000,"W","N","N","M",704850,5,10594369,"Y",53299,"The answer to number five is six. I got this answer because in the problem, six (or ?) comes before the second zero so the six is sixty which is a higher number than 59.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.972640101069276
71,"AI-XC",20131119122054,1000,1000,"W","N","N","F",704968,5,10594377,"Y",53299,"6.060 is greater than 6.059 because there is a 6 in the hundredths place instead of a five.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
72,"AI-XC",20131119122054,1000,1000,"NR","","","M",704981,5,10594421,"Y",53299,"zero because .059 is greater then just .000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
73,"AI-XC",20131119122054,1000,1000,"NR","","","M",704984,5,10594423,"Y",53299,"if there is 6.059 you can just add 0.001 to it and that makes it bigger.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0862067796145881
74,"AI-XC",20131119122054,1000,1000,"A","N","N","M",705006,5,10594426,"Y",53299,"6 hundreths can correctly complete this comparison because 6 hundreths is bigger than 5 hundreths.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.931253648292326
75,"AI-XC",20131119122054,1000,1000,"B","N","N","F",705055,5,10594431,"Y",53299,"the reason it is greater is because its a fraction and one decimal is always greater then the other 1/1 is bigger then 1/2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0989189608315294
76,"AI-XC",20131119122054,1000,1000,"W","","","M",705060,5,10594437,"Y",53299,"if i enter 6 in the comparsion it will make the comparison true.  6.059 < 6.060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75699771533789
77,"AI-XC",20131119122054,1000,1000,"W","N","N","F",705085,5,10594481,"Y",53299,"I put in 7 because if you put in a 7 the number would be 6.070 and 6.070 is bigger than 6.059.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.876052724012889
78,"AI-XC",20131119122054,1000,1000,"W","N","N","F",705102,5,10594483,"Y",53299,"You would put a 6 or higher because .059 + .001 = .060 , which would make that number higher.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.756362298040812
79,"AI-XC",20131119122054,1000,1000,"W","N","N","M",705123,5,10594486,"Y",53299,"I think the number should be six because it is one digit bigger.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.694199935462783
80,"AI-XC",20131119122054,1000,1000,"W","N","N","F",705141,5,10594490,"Y",53299,"6.059 would be smaller than 6.060 because 60 is bigger then 59.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
81,"AI-XC",20131119122054,1000,1000,"B","","","M",705162,5,10594495,"Y",53299,"The first two digits can be the same but the mouth is facing the 6.0?0so the ? mark got to be bigger than the other number.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.230287147804765
82,"AI-XC",20131119122054,1000,1000,"H","N","N","M",705193,5,10594500,"Y",53299,"because  6.060 is greater than 6.059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.938221098019262
83,"AI-XC",20131119122054,1000,1000,"W","N","N","F",705229,5,10594544,"Y",53299,"I think there should be a 6 there because 6 is higer than 5 and the greater number is 6.060 so the number between the two 0's is a 6.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.961922576385293
84,"AI-XC",20131119122054,1000,1000,"W","N","N","F",705313,5,10594547,"Y",53299,"The question mark on the would have to be six or greater.  If it is lower than six, the comparison would be wrong.  You could use six, seven, eight, nine, etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.771806105636139
85,"AI-XC",20131119122054,1000,1000,"W","Y","N","F",705348,5,10594552,"Y",53299,"if you look at the ploblom then you can figure it out.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0576689244062967
86,"AI-XC",20131119122054,1000,1000,"W","N","N","M",705354,5,10594558,"Y",53299,"That would work because 0.60 equals 60/100. Then 0.59 equals 59/100 so 6.060 would be bigger.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.753969911685847
87,"AI-XC",20131119122054,1000,1000,"NR","","","M",705432,5,10594632,"Y",53299,"6 would work because then it would be 6.059<6.060. 6.060 is one-thousandth larger than 6.059.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
88,"AI-XC",20131119122054,1000,1000,"NR","","","M",705436,5,10594640,"Y",53299,"of you take out everything but 59 and ?0, you can see the equasion better. so if you add a six, to ?0, you get 60. 60 is greater than 59.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.971495947568902
89,"AI-XC",20131119122054,1000,1000,"W","N","N","M",705447,5,10594683,"Y",53299,"6.059 is greater than 6.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
90,"AI-XC",20131119122054,1000,1000,"NR","","","F",705546,5,10594687,"Y",53299,"I put a 6 because one more than 59 is 60.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.961047664203414
